companyName,description,description_word_count
KHD Humboldt Wedag International AG,"KHD Humboldt Wedag International AG provides engineering products and services for the cement industry. It operates through, Capex and Plant Services segments. The company engages in the process technology, design, engineering, project management, and supply of technology and equipment, such as grinding, pyro process, and system automation equipment. It offers grinding solutions, such as roller press grinding machines and separators; pyro lines or to retrofit select components comprise preheaters; calcined clay; Pyrorotor, a technology for processing alternative fuels; Pyroredox, a gasification reactor for reducing nitrogen oxides emissions; rotary kilns; calciners; firing systems; and clinker coolers. The company also provides automation solutions, which include burner management systems, cooler hydraulic control systems, ROLCOX to monitor, control, and analyze roller press operations for optimum grinding; ROMIX-c automatic raw meal control systems; and Scanex-IC that measures the temperature of areas smaller than a refractory brick. In addition, it offers training and education services for cement plant personnel, roller press scanner and roller refurbishment, consulting and assistance, audits and advisory, and maintenance support services, as well as e-learning programs about the pyro process; supplies spare and wear parts. KHD Humboldt Wedag International AG operates in North America, India, the Rest of Asia, China, the Middle East, the Rest of Europe, Russia, South America, Africa, Germany, and internationally. The company was founded in 1856 and is headquartered in Cologne, Germany. KHD Humboldt Wedag International AG is a subsidiary of AVIC International Engineering Holdings Pte. Ltd.",239
DMG MORI AKTIENGESELLSCHAFT,"DMG MORI AKTIENGESELLSCHAFT produces and sells cutting machine tools worldwide. It operates through Machine Tools and Industrial Services segments. The company's Machine Tools segment offers turning machines, such as universal turning machines to turn-mill centers; vertical and horizontal production turning and multi-spindle machining centers; 5-axis milling centers; ultrasonic, lasertec, and additive manufacturing products; and selective laser melting in the powder bed, as well as software solutions. The company's Industrial Services segment provides industrial services, including service agreements, repair, maintenance, and training services. It serves aerospace, automotive, die and mold, medical, and semiconductor industries. The company was formerly known as DMG Mori Seiki Aktiengesellschaft and changed its name to DMG MORI AKTIENGESELLSCHAFT in June 2015. The company was founded in 1870 and is headquartered in Bielefeld, Germany. DMG MORI AKTIENGESELLSCHAFT is a subsidiary of DMG Mori Co., Ltd.",137
KATEK SE,"KATEK SE, an electronics company, provides electronics value chain services in Germany, Europe, and internationally. Its services include hardware and software development, electronic technology solutions development, prototyping, materials sourcing, circuit board assembly, measuring and testing, and box-build services, as well as logistics and after-sales services. The company also offers clean energy solutions, such as inverters under the Steca brand; charging solutions for electric vehicles under the eSystems brand; and inhouse products under the TeleAlarm brand. It serves customers in various industries, such as automotive, communication, consumer, industry, energy/solar, and medical industry. The company was founded in 2017 and is headquartered in Munich, Germany. KATEK SE is a subsidiary of PRIMEPULSE SE.",111
Muehlhan AG,"Muehlhan AG, together with its subsidiaries, provides surface protection and industrial services worldwide. It operates through Ship, Oil & Gas, Renewables, and Industry/Infrastructure segments. The Ship segment offers a range of surface coating maintenance and renovation services, such as repair work on exterior walls, as well as the restoration of water, ballast, fuel, and cargo tanks to shipping companies and shipyards. The Oil & Gas segment provides surface and fire protection, insulation, and scaffolding services as a partner for companies in the offshore oil and gas, and petrochemical industries. The Renewables segment offers surface-protection services to the renewable energy market primarily for wind turbines and transformer platforms in the offshore and onshore wind farms, as well as undertakes installation and other services. The Industry/Infrastructure segment provides coating solutions for steel and concrete structures; scaffolding solutions for civil engineering, new bridge construction and renovation works, locks, water utility and transportation infrastructure projects, and specialty machinery; and passive fire protection, which is used in large steel structures, such as airports, bridges, skyscrapers, and industrial buildings. The company also offers access technology service; training programs and courses, engineering, and inspection; and steel construction services for shipyard and industrial/infrastructure customers. Muehlhan AG was founded in 1881 and is headquartered in Hamburg, Germany.",208
H&R GmbH & Co. KGaA,"H&R GmbH & Co. KGaA manufactures and sells chemical-pharmaceutical raw materials and injection molded precision plastic parts. It operates through three segments: ChemPharm Refining, ChemPharm Sales, and Plastics. The ChemPharm Refining segment manufactures and distributes paraffins, white oils, plasticizers, base oils, lubricants, and other crude oil-based specialty products, as well as feedstocks and bunker fuels. The ChemPharm Sales segment processes and distributes plasticizers, wax emulsions, paraffins, and other crude oil-based specialty products. The Plastics segment develops, manufactures, and sells precision plastic parts for medical technology, automotive, and other industries. The company also provides petroleum jellies, motor oils, process oils, cable filling compounds, ozone protection waxes, cosmetic and pharmaceutical raw materials, mineral oils, and construction insulation materials. The company was formerly known as H&R Aktiengesellschaft and changed its name to H&R GmbH & Co. KGaA in August 2016. The company was founded in 1919 and is headquartered in Salzbergen, Germany. H&R GmbH & Co. KGaA is a subsidiary of H&R Komplementär GmbH.",161
Amadeus FiRe AG,"Amadeus FiRe AG provides specialized personnel services in Germany. The company operates in two segments, Personnel Services and Training. It offers personnel services for professionals and executives in the fields of commerce, and IT. The company also provides training in preparation for state examinations for tax advisors and specialists, accountants, and financial controllers; professional training in the fields of tax, accounting, and financial control; and specialized training in IAS/IFRS and US-GAAP. In addition, it runs recognized private-sector certificate courses primarily designed to prepare participants for professional practice in the field of finance and accounting. Further, the company provides specialist temporary staffing, permanent placement, and interim and project management services. Amadeus FiRe AG was founded in 1986 and is headquartered in Frankfurt am Main, Germany.",124
WashTec AG,"WashTec AG provides solutions for car wash in Europe, North America, and the Asia Pacific. The company offers various roll-over, self-service, and commercial vehicle wash equipment, as well as associated peripheral devices. It also provides wash tunnel systems; water reclaim systems; equipment maintenance; service projects and upgrades; spare parts; and digital solutions, as well as car wash chemicals under the Auwa brand. In addition, the company offers car wash management services; and financial services, such as financing and leasing solutions. It serves petroleum companies, convenience stores, individual filling stations, and filling station operator chains; and car wash operators, automobile repair shops, supermarket chains, road freight companies, and public transport operators. WashTec AG was founded in 1885 and is headquartered in Augsburg, Germany.",122
EQS Group AG,"EQS Group AG provides regulatory technology for corporate compliance and investor relations in Germany and internationally. It operates through two segments, Compliance and Investor Relations. The company offers global newswire, reporting, investor targeting and contact management, disclosure obligation, and insider list management services through its cloud-based platform EQS COCKPIT. It also provides whistle blower and case management, policy management, business approval, and third party management services; digital reports; and webcasting solutions, as well as investor relation website services. The company was formerly known as EquityStory AG and changed its name to EQS Group AG in June 2013. EQS Group AG was founded in 2000 and is headquartered in Munich, Germany.",110
HAMMONIA Schiffsholding AG,"HAMMONIA Schiffsholding AG engages in the container shipping business. It operates a fleet of three full container ships with a capacity of 2,500 TEU and 3,100 TEU; and a Suezmax tanker. The company was formerly known as HCI Hammonia Shipping AG and changed its name to HAMMONIA Schiffsholding AG in September 2017. HAMMONIA Schiffsholding AG was founded in 2006 and is based in Hamburg, Germany.",65
DATRON AG,"DATRON AG designs, develops, manufactures, and sells various machining systems worldwide. It offers CNC milling machines for high speed milling and 3D engraving; automation products, including automatic doors, interfaces to internal hardware and external automation, and software interfaces and solutions; and 3D and 2D CAD/CAM software products. The company also provides CNC accessories and technologies, which include tool changers, sensor systems, cooling/lubrication systems, clamping systems, axes extensions, chip/dust disposal products, and machine accessories and consumables. In addition, it offers dental milling machines for the processing of various materials in dental laboratories; new and used dispensing machines for bonding, sealing, and casting; dispensing systems and heads; and dispensing system accessories, such as spray heads, dispensing nozzle adjustments, sensors, work piece sensors, filling level sensors, distance sensors, and software products. Further, the company provides CNC milling tools comprising cross cutters, various flute end mills, micro-toothed end mills, thread mills, ball nose/external radius end mills, T-slotting/dovetail mills, drills, countersink/milling countersinks, acrylic end mills, face milling tools, engraving tools, foam mills, diamond milling tools, and dental milling tools. Additionally, it offers after-sales services that include consulting and training services, as well as remote maintenance, on-site service, production support, and software updates and upgrades services. The company was formerly known as DATRON-Electronic GmbH and changed its name to DATRON AG in 2008. DATRON AG was founded in 1969 and is based in Mühltal, Germany.",229
MAX Automation SE,"MAX Automation SE, together with its subsidiaries, provides automation solutions for the automotive, electrical, recycling, raw materials recycling, packaging, and medical technology industries in Germany, rest of the European Union, North America, China, and internationally. The bdtronic Group segment develops, produces, and sells machines and systems with integrated software solutions for high precision manufacturing processes for the automotive, electronics and medical technology industries. The Vecoplan Group segment develops, produces, and installs machines and plants for the shredding, conveying, and processing of raw materials for customers in wood and recycling, waste disposal, and paper and plastics industries. The MA micro Group segment focuses on the development, manufacture, and distribution of production, assembly and testing systems for medical and optical components such as lenses, lasers, and camera modules, as well as for medical products such as contact lenses, Tip&Cup, stents, or insulin pens. The AIM Micro segment develops, produces, and distributes technologies for the manufacture of optoelectronic modules and micro-optical components for customers in the medical technology and sensor industry as well as the aerospace industry. The iNDAT segment develops, manufactures, integrates, and maintains industrial robots, as well as robot controllers. The NSM + Juecker segment provides automation solutions and customised solutions. The Elwema segment develops and manufactures solution in testing, assembly, and cleaning technology for automotive industry, especially for the engine, transmission, and steering sectors. The company was formerly known as MAX Automation AG and changed its name to MAX Automation SE in February 2018. MAX Automation SE was incorporated in 1991 and is headquartered in Dusseldorf, Germany.",257
SLM Solutions Group AG,"SLM Solutions Group AG provides metal-based additive manufacturing technology solutions in Germany, the Asia/Pacific, other European countries, North America, and internationally. The company operates through two segments, Machine Business and After Sales Business. The Machine Business segment engages in the development, production, marketing, and sale of machines and peripheral equipment for selective laser melting. The After Sales Business segment provides machine-related and other services; and sells replacement parts, accessories, merchandise, and consumables. The company also offers software, metal powder, quality assurance products, and consulting services. It serves aerospace and defense, automotive, energy, healthcare, tooling, and research industries. The company is headquartered in Lübeck, Germany. SLM Solutions Group AG operates as subsidiary of Nikon AM. AG.",115
Lilium N.V.,"Lilium N.V., a transportation company, engages in the research and development of electric vertical takeoff and landing aircrafts for use in high-speed air transport system for people and goods. Lilium N.V. was incorporated in 2015 and is headquartered in Wessling, Germany.",41
Müller - Die lila Logistik AG,"Müller - Die lila Logistik AG provides logistics services in Germany. The company operates through Lila Operating, Lila Real Estate, and Lila Consult segments. It focuses on logistical solutions in the fields of procurement, production, and distribution. The company's services cover warehouses and supply network, as well as the use and leasing of logistics properties. It serves automotive, electronics, consumer, industrial, medical, and pharma industries. The company was founded in 1991 and is headquartered in Besigheim, Germany.",77
ROY Asset Holding SE,"ROY Asset Holding SE, an investment holding company, engages in the ceramic ware and real estate businesses. The company's Ceramic Ware segment develops, produces, and markets ceramic tiles and sanitary ware products, as well as accessories in Europe, Asia, and the United States. Its Real Estate segment develops, leases, and sells properties in the United States. This segment's investment property portfolio includes office spaces, single and multi-family houses, and other properties. The company was formerly known as ROY Ceramics SE. ROY Asset Holding SE was incorporated in 2014 and is based in Hungen, Germany.",94
Hensoldt AG,"HENSOLDT AG, together with its subsidiaries, provides defense and security electronic sensor solutions worldwide. It offers air surveillance, airborne, ground based, security, naval and coastal, and space radars; identification friend or foe and secure data links; and commercial shipping solutions. The company also provides airborne, vehicle, surveillance, and maritime optronics; space optics; optronic sensor devices; and sights, scopes, and night-vision attachments. In addition, it offers electronic support/SIGINT products, receivers, direction finders, electronic attackers/jammers, self-protection EW software suites and ground support stations, and electronic warfare systems. Further, the company provides avionics, including airborne computing, flight and mission data recording and management, connectivity, mission management/pilot assistance, video management, unmanned, mission planning support, data analysis and evaluation, and cloud solutions, as well as integrated airborne solutions; and counter UAV solutions, and command and control software products. Additionally, it offers products and system support, simulation, and training services; and antenna, cabling, shelter, and tester solutions. The company is headquartered in Taufkirchen, Germany.",158
Mynaric AG,"Mynaric AG engages in developing and manufacturing advanced laser communication technology for long-distance data transmission between moving objects for wireless terrestrial, airborne, and space applications in Germany and internationally. The company offers CONDOR, an optical inter-satellite link flight terminal for satellite-to-satellite communications in space; and HAWK, an airborne flight terminal for air-to-air and air-to-ground links of airborne vehicles. Its products provide connectivity solutions to link satellites, high-altitude platforms, unmanned aerial vehicles, aircraft, and the ground. The company was incorporated in 2009 and is headquartered in Gilching, Germany.",87
paragon GmbH & Co. KGaA,"paragon GmbH & Co. KGaA develops, produces, and distributes automotive electronics, body kinematics, and e-mobility solutions for the automotive industry in Germany, European Union, and internationally. It operates through two segments, Electronics and Mechanics. The Electronics segment develops and sells sensors, microphones, and instruments primarily for the automotive industry. The Mechanics segment develops and markets electromechanical components for the automotive and mechanical manufacturing industries. The company was founded in 1988 and is headquartered in Delbrück, Germany.",76
H&K AG,"H&K AG, together with its subsidiary, develops, manufactures, markets, and distributes infantry and sidearms for federal, state, or local governmental agencies in NATO countries and the European Union. It offers a range of small arms for military and law enforcement, and civil markets, such as pistols, submachine guns and pistols, assault rifles, precision rifles, machine guns, training systems, 40 MM systems, grenade launchers, and specialist equipment, as well as provides related accessories and services. The company was founded is 1949 and is based in Oberndorf am Neckar, Germany. H&K AG is a subsidiary of Compagnie de Développement de l'Eau S.A.",100
OSRAM Licht AG,"OSRAM Licht AG provides various lighting products and solutions worldwide. The company operates through three segments: Opto Semiconductors, Automotive, and Digital. It manufactures light-emitting diodes (LEDs) that are used in general lighting, automotive, consumer, and industrial applications; and infrared, laser, and optical sensors for the automotive, smartphone, wearable, general lighting, industrial lighting, and projection sectors, as well as lightings for plants. The company also develops and produces lamps and lighting systems for stages, cinemas, and studios; LED-based plant cultivation systems; lighting solutions for industrial and medical applications, such as high-intensity UV lamps and LED illumination for clothing; and automotive systems based on LED and laser technology, and other customer-specific system solutions. In addition, it develops, produces, and markets LED light engines and light management systems, as well as electronic ballasts, LED drivers, and LED modules. Further, the company is involved in the provision of products in the areas of architectural interior and exterior lighting, as well as professional interior lighting solutions. It provides its products under the OSRAM, Vixar, SYLVANIA, Traxon, e:cue, Digital Lumens, Fluence, Clay Paky, ADB Stagelight, OSRAM CONTINENTAL, LED Engin, and b,a,g, brands. The company was formerly known as Kyros A AG and changed its name to OSRAM Licht AG in November 2012. The company was founded in 1906 and is headquartered in Munich, Germany. OSRAM Licht AG operates as a subsidiary of ams AG.",228
Tom Tailor Holding SE,"TOM TAILOR Holding SE, an integrated fashion and lifestyle company, provides casual wear and accessories for women, men, and kids primarily under the TOM TAILOR and BONITA brand names. It operates through three segments: TOM TAILOR Wholesale, TOM TAILOR Retail, and BONITA. The company offers products for target groups primarily up to the age 45, including clothing for men and women, as well as for children and babies. It provides denim and denim lifestyle products. The company also provides a range of accessories and lifestyle products, such as scarves, shawls, chains, belts, watches, handbags, shoes, bags, socks, lingerie, nightwear, and beachwear; and beds, sofas, armchairs, tables, shelves, chairs, cushions and carpets, or bathroom products. The company sells its products directly to end customers through company owned stores, as well as through an e-commerce site; and through franchise stores, shop-in-shops, and multi-label stores. As of December 31, 2019, it operated 466 retail stores under the TOM TAILOR brand; 694 stores under the BONITA brand; 2,575 shop-in-shops; and 184 franchisee shops. The company has operations in Germany, Austria, Switzerland, France, Belgium, the Netherlands, Poland, Russia, southeastern Europe, and internationally. TOM TAILOR Holding SE was founded in 1962 and is headquartered in Hamburg, Germany.",201
HORNBACH Baumarkt AG,"HORNBACH Baumarkt AG operates as a do-it-yourself (DIY) retail company in Germany, Austria, the Czech Republic, Luxembourg, the Netherlands, Romania, Slovakia, Sweden, and Switzerland. It operates through Retail and Real Estate segments. The company offers various products in the hardware / electrical, paint / wallpaper / flooring, construction materials / timber / prefabricated components, sanitary / tiles, and garden hardware/plants divisions. It also owns and rents retail properties and logistics center. As of February 28, 2022, the company operated 165 DIY megastores with garden centers, 2 Bodenhaus specialist stores, and online shops in nine European countries. The company was founded in 1877 and is based in Bornheim, Germany. HORNBACH Baumarkt AG is a subsidiary of Hornbach Holding AG & Co. KGaA.",121
Allane SE,"Allane SE, together with its subsidiaries, engages in the vehicle leasing business in Germany, Austria, Switzerland, France, and the Netherlands. The company operates in two segments, Leasing and Fleet Management. The Leasing segment provides lease financing and associated services to corporate customers that include multi-brand online configuration, vehicle selection consulting, online approval procedure, vehicle procurement, vehicle maintenance, tire changing, and damage assistance and management comprising insurance handling, as well as fuel cards, vehicle taxes, and broadcast contribution services. This segment also operates an online retail business that serves private and commercial customers through sixt-neuwagen.de and autohaus24.de websites, as well as offers additional services, such as wear and tear, and inspection and insurance package. The Fleet Management segment manages large customer fleets ranging from mid-sized businesses to international corporations; and sells used vehicles. It also offers FleetIntelligence, a cloud application that enables fleet managers to perform analyses; Multibid Configurator for configuring fleet vehicles, comparing them with alternative vehicles, and carrying out tenders for vehicles; and The Companion for performing vehicle-related tasks, such as booking workshop appointments, as well as supports digital communication between fleet managers and company car users. The company was formerly known as Sixt Leasing SE and changed its name to Allane SE in August 2021. Allane SE was founded in 1967 and is headquartered in Pullach, Germany. Allane SE is a subsidiary of Hyundai Capital Bank Europe GmbH.",230
SMT Scharf AG,"SMT Scharf AG plans, manufactures, sells, installs, and maintains machinery and equipment for the transportation of personnel, equipment, and material for underground mining and tunnel construction. The company operates through four segments: Coal Mining, Mineral Mining, Tunnel, and Other Industries. It offers diesel-powered monorail locomotives, electrical monorail transport systems, chairlift systems, segment cranes, construction site cranes, lifting devices, explosive device placement devices, drilling and splitting devices, aerial work platforms, walking beams, lifting beams, lifting bars, mini climbers, and rope drives. The company's products are primarily used in hard coal, gold, platinum, copper, nickel, hard rock, and salt mining activities. It has operations in Germany, Russia and other CIS states, Poland, China, Africa, the United States, and internationally. SMT Scharf AG was founded in 1941 and is based in Hamm, Germany.",130
MAN SE,"MAN SE operates in commercial vehicle industry in Germany and internationally. It operates through two segments, MAN Truck & Bus and MAN Latin America. The MAN Truck & Bus segment offers commercial vehicles. This segment provides vans, trucks, buses, and diesel and gas engines, as well as passenger and freight transportation services. The MAN Latin America segment manufactures and sells trucks and buses primarily under the Volkswagen Caminhões e Ônibus brand. The company was founded in 1758 and is headquartered in Munich, Germany. MAN SE operates as a subsidiary of Traton SE. It operates through two divisions, MAN Truck & Bus and MAN Latin America. The MAN Truck & Bus division manufactures commercial vehicles. This division provides vans, trucks, buses, and diesel and gas engines, as well as passenger and freight transportation services. The MAN Latin America division manufactures and sells trucks and buses primarily under the Volkswagen Caminhões e Ônibus brand.",152
KUKA Aktiengesellschaft,"KUKA Aktiengesellschaft, an automation company, provides robot-based automation solutions worldwide. It operates through five segments: Systems, Robotics, Swisslog, Swisslog Healthcare, and China. The company manufactures and supplies industrial, collaborative, and mobile robots, as well as robot controllers, software, and digital services for industrial Internet of Things. It also offers automated guided vehicles and other automation components to production cells, turnkey systems, and networked production with the aid of cloud-based IT tools; individual system components, tools and fixtures, and automated production cells; and robot-based and modular manufacturing cells, as well as support services. In addition, the company offers automated solutions for hospitals, warehouses, and distribution centers; and warehouse management systems and healthcare systems. It serves customers in the automotive, electronics, e-commerce/retail, consumer goods, metal and plastic, healthcare, and other industries. The company was formerly known as Industrie-Werke Karlsruhe Augsburg Aktiengesellschaft and changed its name to KUKA Aktiengesellschaft in 2007. The company was founded in 1898 and is headquartered in Augsburg, Germany. KUKA Aktiengesellschaft is a subsidiary of Midea Electric Netherlands (I) B.V. KUKA Aktiengesellschaft is a subsidiary of GD Midea Holding Co., Ltd.",182
HolidayCheck Group AG,"HolidayCheck Group AG engages in the transaction-based online business in the fields of travel and weather in Amsterdam, the Netherlands, Austria, Belgium, Poland, Germany, and Switzerland. It operates a range of hotel rating and holiday booking portals, which offer package tours, cruise, hotels, and rental car booking services; and Weer-Online.nl, an advertising based weather portal. The company also operates as a tour operator. The company was formerly known as TOMORROW FOCUS AG and changed its name to HolidayCheck Group AG in June 2016. HolidayCheck Group AG is headquartered in Munich, Germany. HolidayCheck Group AG is a subsidiary of Burda Digital SE.",101
Schaltbau Holding AG,"Schaltbau Holding AG, together with its subsidiaries, develops and supplies components and systems for the mobile and stationary transportation technology and capital goods industry. It operates through four segments: Pintsch, Bode, Schaltbau, and SBRS. The Pintsch segment offers stationary transportation technology and rail infrastructure equipment; and installation, testing, commissioning, maintenance, repair, spare parts supply, training, and digital services. The Bode segment provides door and boarding systems for buses, trains, and commercial and electric vehicles; and interior fittings for road vehicles and rolling stock. The Schaltbau segment develops, manufactures, and sells connectors, snap-action switches, contactors, as well as a range of electrical components, such as toggle switches, master controllers, and driver's desk equipment for a spectrum of applications in the rail sector and other industries. The SBRS segment offers on-board converters, air conditioning units, door and boarding systems, sanitary systems, interiors, driver's cab equipment, lighting systems, and high- and low-voltage switchgears. The company sells its products under the Schaltbau, Bode, Pintsch, and SBRS brand names. It operates in Germany, other European countries, Asia, North America, and internationally. Schaltbau Holding AG was founded in 1929 and is based in Munich, Germany.",189
windeln.de SE,"windeln.de SE, together with its subsidiaries, operates as an online retailer of baby, toddler, and children products in Germany, China, and other European countries. The company offers diapers, baby nutrition and drugstore products, strollers, car seats, clothes, toys, prams, children furniture, and safety products. It operates online shops under the windeln.de, windeln.com.ch, windeln.ch, bebitus.com, bebitus.pt, and bebitus.fr. The company also operates a retail shop in Germany. windeln.de SE was founded in 2010 and is headquartered in Munich, Germany.",78
Ringmetall AG,"Ringmetall AG engages in industrial packaging and industrial handling businesses in Germany and internationally. It develops and produces drum locking systems and clamping rings, as well as individual system components, such as covers, seals, locking divisions, handles, and various special parts. The company also develops and produces special vehicle components for industrial trucks, tractors, and agricultural vehicles, including restraint systems and lifting mast parts for forklift trucks, special brake and clutch pedals, and complex welding assemblies, as well as specialized trailer coupling systems and brackets for hydraulic components for use in forestry and agriculture. It serves the chemical, petrochemical, pharmaceutical, food, and logistics industries. The company was formerly known as H.P.I. Holding AG and changed its name to Ringmetall AG in September 2015. Ringmetall AG was founded in 1997 and is headquartered in Munich, Germany.",135
ZhongDe Waste Technology AG,"ZhongDe Waste Technology AG designs, invests in, constructs, operates, and finances power plants in Germany and China. The company operates through three segments: Engineering, Procurement & Construction (EPC) Projects; Built, Operate and Transfer Projects; and Incinerators. It operates energy-from-waste incineration plants that generate electricity from the disposal of solid municipal, medical, and industrial waste. The company also provides EPC contractor services, which include design, procurement, construction, and installation of energy-from-waste and incineration plants. ZhongDe Waste Technology AG was founded in 1996 and is headquartered in Frankfurt am Main, Germany.",89
Baumot Group AG,"Baumot Group AG provides solutions for exhaust gas after treatment and engine development fields in Germany, the United Kingdom, and internationally. It engages in the development and application of emission after treatment systems; simulation, application, and testing activities; and training and maintenance operations. The company's exhaust after treatment systems include as SCR systems and diesel particulate filters for applications in passenger cars, commercial vehicles, busses, coaches, mobile machinery, and stationary plants. It also offers research and development, testing, and validation services for clean air solutions. Baumot Group AG primarily serves original equipment manufacturers; and on-road and off-road, retrofitting, aftermarket, catalytic coating, and maritime sectors. The company was formerly known as Twintec AG and changed its name to Baumot Group AG in February 2017. Baumot Group AG was founded in 1995 and is based in Königswinter, Germany.",136
ItN Nanovation AG,"ItN Nanovation AG, a nanotechnology company, develops and sells water filtration systems for industrial customers in Germany and internationally. The company offers membrane sheet and modules, multichannel pressurized ceramics, membrane towers, and membrane racks. Its products are used in various applications, including drinking water, membrane, oil and gas fields, reclaimed water, high temperature municipal and industrial waste water, food and beverage, textile and dyeing wastewater, iron and steel, pharmaceutical wastewater, arsenic removal, and radium removal. The company was founded in 2000 and is based in Saarbrücken, Germany.",87
SHW AG,"SHW AG engages in the production and sale of hydraulic pumps, powder metallurgy parts, and brake discs in Germany, rest of Europe, the United States, Asia, and internationally. The company's Pumps and Engine Components segment manufactures engine and transmission oil pumps, electric auxiliary pumps, vacuum pumps, e-pumps for the start-stop function, oil/vacuum pumps with or without balancer shafts, and variable water pumps for passenger vehicles; and engine oil, transmission oil, and fuel pumps for truck and off-highway vehicles. Its Powder Metallurgy segment manufactures high precision sintered parts for engines, transmissions, and chassis, such as gearwheels for pumps, chainwheels, rotors, and other applications. The company's Brake Discs segment offers lightweight composite brake discs, brake drums, processed brake discs, and unprocessed brake discs. The company serves customers in automobile industries, truck and off highway markets, agricultural machines, and construction machines. SHW AG was founded in 1365 and is based in Aalen, Germany. SHW AG is a subsidiary of PANKL AG.",158
Solutiance AG,"Solutiance AG provides software-based solutions for real estate management business. It offers Facility scanner, a platform for auditing and monitoring real estate documents; and Roof management 4.0, a solution that provides maintenance, testing, and repairing services to the roofers. The company was formerly known as PROGEO Holding AG. Solutiance AG was founded in 1992 and is based in Potsdam, Germany.",60
Grammer AG,"Grammer AG engages in the development, producing, and selling of components and systems for automotive interiors worldwide. It operates in two divisions, Automotive and Commercial Vehicles. The Automotive division supplies headrests, armrests, center console systems, interior components and operating elements, and thermoplastic solutions to automakers and automotive system suppliers. The Commercial Vehicles division offers driver and passenger seats for trucks, tractors, construction machinery, and forklifts; to commercial vehicles OEMs; and to bus and rolling stock OEMs and railway operators, as well as seats and seating systems for trains and buses. The company was founded in 1880 and is based in Ursensollen, Germany. Grammer AG is a subsidiary of Ningbo Jifeng Auto Parts Co., Ltd.",114
DVS Technology AG,"DVS Technology AG manufactures and sells machine tools and abrasive agents in Germany. The company was formerly known as Diskus Werke AG and changed its name to DVS Technology AG in August 2019. DVS Technology AG was founded in 1911 and is headquartered in Dietzenbach, Germany.",46
Sleepz AG,"Sleepz AG, together with its subsidiaries, operates as an e-commerce company in Germany. The company operates online shops that sell sleep products, including beds, box springs, slatted frames, mattresses, beddings, and sleeping accessories, as well as home and living products. Its online shops include perfekt-schlafen.de, markenschlaf.de, schlafnett.de, matratzenunion.de, schlafhandel.de, onletto.de, bettenriese.de, and buddysleep.de. The company also develops mattresses under the Grafenfels brand. The company was formerly known as bmp Holding AG and changed its name to Sleepz AG in August 2017. Sleepz AG was founded in 1997 and is based in Berlin, Germany.",93
Daimler AG,"Daimler AG, together its subsidiaries, develops and manufactures passenger cars, trucks, vans, and buses in Germany and internationally. It operates through Mercedes-Benz Cars & Vans, Daimler Trucks and Buses, and Daimler Mobility segments. The Mercedes-Benz Cars segment offers premium and luxury vehicles of the Mercedes-Benz brand, including the Mercedes-AMG, Mercedes-Maybach, and Mercedes-EQ brands; small cars under the smart brand name; and ecosystem of Mercedes-Benz under the Mercedes me brand, as well as vans and related services under the Mercedes-Benz and Freightliner brands. Daimler Trucks and Buses segment offers its trucks and special vehicles under the Mercedes-Benz, Freightliner, Western Star, FUSO, and BharatBenz brands; and buses under the Mercedes-Benz, Setra, Thomas Built Buses, and FU brands, as well as bus chassis. The Daimler Mobility segment provides financing and leasing packages for end-customers and dealers; and automotive insurance brokerage, banking, investment, and fleet management services under the Athlon brand. It also sells vehicle related spare parts and accessories.",156
Alphaform AG,"Alphaform AG, together with its subsidiaries, engages in the provision of generative 3D layering technologies, and manufacture of medical products in Germany, rest of Europe, Turkey, and the United States. It operates through AM Plastics/Modelling, AM Metal/Rapid Tooling, and Precision Casting segments. The company's services comprise consulting on the content and planning of the product development process; and manufacturing virtual or real prototypes, and small series of products. It manufactures prototype parts and models from rein and plastic powder; and plastic and metal parts for the automotive industry. The company also provides medical implants, such as hip joint implants or cranial trauma plates; and knee implants and clips to fix ligaments for use in tendon operations. It serves automotive, machinery, plant and commercial vehicle construction, aerospace and aviation, tool making, medical technology, household appliances, and telecommunications sectors, as well as electro-technical companies, universities, and research institutions. The company was founded in 1995 and is headquartered in Feldkirchen, Germany.",158
zooplus SE,"zooplus SE operates as an online retailer of pet products. The company offers wet and dry food, feed additives, and snacks for dogs and cats under the Concept for Life, Wolf of Wilderness, Wild Freedom, Purizon, Rocco, Cosma, Lukullus, and Feringa brands, as well as Briantos, My Star, Smilla, and Tigerino brands; and specialty articles, such as toys, scratch trees, transport baskets, grooming and care products, bedding, and other accessories. It provides approximately 8,000 food and accessory products for dogs, cats, small animals, birds, aquarium, and horses. The company sells its products in Germany and internationally. zooplus SE was incorporated in 1999 and is headquartered in Munich, Germany.",108
